yes,yes,no,no,yes,no,never,sometimes,no,often,often,no,sometimes,sometimes,never,sometimes,TRUE
no,yes,no,no,no,no,never,never,no,never,sometimes,no,never,sometimes,never,sometimes,FALSE
no,yes,no,no,no,no,never,sometimes,yes,never,sometimes,yes,never,sometimes,never,sometimes,FALSE
no,yes,no,no,yes,yes,never,sometimes,no,sometimes,sometimes,no,never,sometimes,never,sometimes,FALSE
no,yes,no,no,no,no,sometimes,sometimes,yes,sometimes,never,yes,never,never,sometimes,never,FALSE
no,yes,no,no,no,yes,sometimes,sometimes,yes,sometimes,sometimes,no,never,never,sometimes,never,FALSE
no,yes,no,no,no,yes,sometimes,never,no,never,sometimes,yes,never,sometimes,never,never,FALSE
no,yes,no,yes,no,yes,never,sometimes,no,never,sometimes,no,never,sometimes,sometimes,sometimes,FALSE
no,yes,no,yes,no,no,never,sometimes,yes,never,never,no,never,sometimes,never,sometimes,FALSE
no,yes,no,yes,no,no,never,never,yes,never,never,no,never,never,never,sometimes,FALSE
no,yes,no,yes,yes,yes,never,never,no,never,never,yes,sometimes,never,never,never,FALSE
no,yes,yes,no,yes,yes,always,often,no,often,always,no,often,often,never,never,FALSE
no,yes,yes,yes,yes,no,never,sometimes,no,never,often,no,never,never,sometimes,sometimes,FALSE
no,yes,yes,no,no,yes,sometimes,never,no,sometimes,sometimes,no,never,sometimes,sometimes,never,FALSE
no,yes,yes,no,no,yes,never,sometimes,no,never,sometimes,no,sometimes,sometimes,never,sometimes,FALSE
no,yes,yes,no,yes,no,sometimes,never,no,never,always,no,never,sometimes,sometimes,never,FALSE
no,yes,yes,yes,yes,no,never,sometimes,no,never,sometimes,no,sometimes,never,never,sometimes,FALSE
no,yes,yes,no,no,no,never,never,no,never,always,no,never,never,never,never,FALSE
no,yes,yes,no,yes,no,never,never,no,never,always,no,sometimes,never,sometimes,sometimes,FALSE
no,yes,yes,no,yes,no,never,never,no,never,always,yes,sometimes,sometimes,never,never,FALSE
no,yes,yes,no,yes,no,never,never,no,never,often,no,never,never,sometimes,never,FALSE
no,no,no,no,no,no,never,never,no,never,never,no,never,never,never,never,FALSE
no,no,no,no,no,no,never,never,no,never,never,no,never,never,never,never,FALSE
no,no,no,no,no,no,never,never,no,never,never,no,never,never,never,never,FALSE
no,no,no,no,no,no,never,never,no,never,never,no,never,never,never,never,FALSE
no,no,no,no,no,no,never,never,no,never,never,no,never,never,never,never,FALSE
yes,yes,no,no,yes,no,sometimes,never,no,never,never,yes,never,never,never,always,FALSE
yes,yes,no,yes,yes,no,sometimes,never,no,never,never,no,often,never,sometimes,never,FALSE
yes,yes,no,yes,yes,no,never,sometimes,no,never,sometimes,yes,sometimes,never,sometimes,sometimes,FALSE
yes,yes,no,no,yes,no,sometimes,never,yes,sometimes,sometimes,yes,sometimes,sometimes,never,never,FALSE
yes,yes,no,no,yes,yes,never,sometimes,no,never,never,no,often,sometimes,sometimes,often,FALSE
yes,no,yes,yes,no,no,sometimes,sometimes,yes,sometimes,sometimes,yes,sometimes,never,often,never,FALSE
yes,no,yes,no,yes,no,sometimes,often,yes,never,never,yes,never,sometimes,sometimes,sometimes,FALSE
yes,no,yes,yes,no,yes,never,often,no,sometimes,sometimes,no,sometimes,often,often,never,FALSE
yes,no,yes,no,yes,no,sometimes,sometimes,no,never,sometimes,yes,never,sometimes,never,sometimes,FALSE
yes,no,yes,yes,no,no,never,never,no,never,never,no,sometimes,sometimes,sometimes,sometimes,FALSE
no,no,yes,no,yes,yes,never,sometimes,yes,never,never,no,never,sometimes,never,never,FALSE
no,no,yes,no,no,no,always,never,no,sometimes,never,no,never,never,often,sometimes,FALSE
no,no,yes,no,yes,yes,never,sometimes,yes,never,never,yes,never,sometimes,never,never,FALSE
no,no,yes,no,yes,no,sometimes,sometimes,no,sometimes,never,no,never,often,sometimes,sometimes,FALSE
no,no,yes,yes,no,yes,never,never,yes,often,never,yes,sometimes,never,sometimes,often,FALSE
yes,no,no,yes,no,yes,never,often,no,never,never,yes,always,never,always,never,FALSE
yes,no,no,yes,yes,yes,never,sometimes,yes,never,never,yes,never,never,often,never,FALSE
yes,no,no,yes,yes,no,sometimes,always,yes,sometimes,never,no,sometimes,never,sometimes,never,FALSE
yes,no,no,yes,no,no,sometimes,often,no,sometimes,never,no,always,never,often,never,FALSE
yes,no,no,yes,yes,no,never,never,yes,never,never,yes,sometimes,never,sometimes,never,FALSE
